node_id,orig_lat,orig_lon,sample_lat,sample_lon
67.66363_24.10645,24.106454116469116,67.66363449836902,24.225000000000172,67.72499999999957
67.53232_24.06049,24.06049225468162,67.53232421875,24.17500000000017,67.67499999999957
67.65088_23.93122,23.93121979374412,67.65087890625,24.07500000000017,67.67499999999957
67.71338_24.06642,24.06642487186912,67.71337890625,24.17500000000017,67.72499999999957
67.66311_24.10854,24.10853622200056,67.66311003853743,24.225000000000172,67.72499999999957
72.70693_34.08552,34.08551666874412,72.70693359375002,34.12500000000016,72.77499999999928
72.47128_34.02065,34.02065194901794,72.47128334955151,33.97500000000017,72.57499999999929
72.23317_33.91982,33.91982401989664,72.23317492760744,33.77500000000018,72.22499999999931
72.12999_33.77870,33.77870337328645,72.1299891526097,33.77500000000018,72.22499999999931
71.97252_33.61468,33.61467728088639,71.97252294222437,33.725000000000186,72.02499999999932
71.85105_33.40379,33.40378871802806,71.85105290810334,33.5250000000002,71.97499999999933
71.71945_33.24674,33.24674165866586,71.71945138611937,33.375000000000206,71.77499999999934
71.70609_33.02512,33.025121971794555,71.70609207172959,33.025000000000226,71.72499999999934
71.48557_32.90629,32.90629022127755,71.48557385732205,32.97500000000023,71.62499999999935
71.37124_32.69811,32.69811474081502,71.37123888277705,32.62500000000025,71.37499999999936
71.34755_32.45341,32.4534079149755,71.34754847080359,32.57500000000025,71.37499999999936
71.23994_32.21522,32.21521697833468,71.23993769852827,32.325000000000266,71.37499999999936
71.08638_32.01294,32.01293810311551,71.08638426323337,32.12500000000028,71.22499999999937
70.94959_31.78926,31.7892641998338,70.94958962767336,31.87500000000028,70.92499999999939
70.85194_31.54676,31.546757161724965,70.85193976899264,31.675000000000278,70.92499999999939
70.77297_31.29466,31.29465571489192,70.7729701410555,31.425000000000274,70.82499999999939
70.82566_31.03697,31.03697224774739,70.82566203678333,31.17500000000027,70.82499999999939
70.75353_30.79319,30.79318890237482,70.7535261211609,30.925000000000267,70.82499999999939
70.84610_30.55090,30.550904980877867,70.84609869926938,30.675000000000264,70.7749999999994
70.77472_30.30453,30.30452642410497,70.77472305134344,30.42500000000026,70.82499999999939
70.83212_30.05749,30.057486495217727,70.83212250531741,30.175000000000257,70.82499999999939
70.78543_29.81730,29.817296023244182,70.78542683389374,29.925000000000253,70.7749999999994
70.63685_29.60369,29.603689523537117,70.63684938961455,29.72500000000025,70.7749999999994
70.71329_29.37555,29.375546967319494,70.71328674896354,29.525000000000247,70.6749999999994
70.66707_29.12675,29.126749178850183,70.66707196419927,29.07500000000024,70.6249999999994
70.50285_28.95128,28.95127786373125,70.50284763008425,29.07500000000024,70.6249999999994
70.30300_28.81676,28.81676230319773,70.30300199228554,28.875000000000238,70.42499999999941
70.08207_28.67729,28.67728578222468,70.08206687010482,28.825000000000237,70.22499999999943
69.88257_28.54229,28.54228870807662,69.88256691837204,28.625000000000234,70.02499999999944
69.69879_28.38642,28.38641792068727,69.69879403289809,28.525000000000233,69.82499999999945
69.49930_28.22054,28.22054381722937,69.49930054342704,28.32500000000023,69.62499999999946
69.29196_28.16882,28.16881737306244,69.2919551080555,28.22500000000023,69.42499999999947
69.07757_28.06357,28.06356805885094,69.07757120534143,28.075000000000227,69.22499999999948
68.93207_27.94748,27.947479487494373,68.93206755105048,28.075000000000227,69.07499999999949
68.90117_27.76991,27.76990638133197,68.90116813763655,27.875000000000224,68.9749999999995
68.78102_27.67316,27.67315689513552,68.78102066963339,27.775000000000222,68.9249999999995
68.63831_27.70668,27.70667757482057,68.63830971446627,27.67500000000022,68.77499999999951
68.41704_27.62784,27.62784199736804,68.41703746193609,27.67500000000022,68.52499999999952
68.32214_27.46151,27.461514527280084,68.3221392850302,27.57500000000022,68.32499999999953
68.18257_27.33304,27.333042592121163,68.1825663090327,27.475000000000218,68.32499999999953
68.10280_27.19338,27.193379388554877,68.1028010817139,27.325000000000216,68.17499999999954
67.99820_26.98992,26.98992383237873,67.99820002966769,27.125000000000213,68.07499999999955
67.89980_26.80404,26.80404087678224,67.89979692687697,26.92500000000021,67.92499999999956
67.92720_26.55727,26.557268692335896,67.92720086084222,26.675000000000207,67.87499999999956
67.93257_26.31534,26.31534211158064,67.93257434758955,26.425000000000203,67.87499999999956
68.11690_26.15969,26.159689785163337,68.1168961617606,26.2750000000002,67.97499999999955
68.24737_25.94900,25.94899531662584,68.2473716489997,26.0750000000002,68.12499999999955
68.35468_25.77962,25.779621260195945,68.35467920271097,25.925000000000196,68.27499999999954
68.37955_25.60717,25.60717494355108,68.3795462588496,25.725000000000193,68.32499999999953
68.31064_25.39389,25.39388573392389,68.31063537734632,25.52500000000019,68.37499999999953
68.33617_25.17508,25.17508461136693,68.33617082535567,25.325000000000188,68.32499999999953
68.27357_25.00018,25.00017671986921,68.27357422026914,25.125000000000185,68.37499999999953
68.14642_24.88837,24.88836737325644,68.14641784004375,25.025000000000183,68.27499999999954
68.00467_24.73842,24.73841747748788,68.00466930877708,24.87500000000018,68.12499999999955
67.95841_24.51616,24.516155916160983,67.95841143374847,24.625000000000178,67.97499999999955
67.86798_24.36578,24.365776578950623,67.86798495234967,24.475000000000176,67.97499999999955
67.78163_24.26962,24.269616733762884,67.78163150391887,24.375000000000174,67.87499999999956
67.76016_24.05285,24.052850653119123,67.76015625000002,24.17500000000017,67.72499999999957
67.92585_23.98244,23.982442809835344,67.925850885484,24.07500000000017,67.92499999999956
67.85752_23.90949,23.90949127811912,67.85751953125,23.97500000000017,67.72499999999957
67.78862_24.06819,24.068190794633573,67.78861734071998,24.17500000000017,67.72499999999957
67.92676_23.98493,23.98493073124412,67.9267578125,24.07500000000017,67.92499999999956
67.95635_23.99946,23.99945709843162,67.95634765625002,24.07500000000017,67.92499999999956
68.02451_23.93366,23.93366119999412,68.02451171875,24.02500000000017,68.12499999999955
70.63744_29.04249,29.04248784773795,70.63744490692501,29.07500000000024,70.6249999999994
70.80844_29.15690,29.1569005576903,70.80844307463936,29.275000000000244,70.6749999999994
70.97645_29.27634,29.276341541787357,70.97644901566463,29.325000000000244,71.02499999999938
71.02044_29.50741,29.507408318088533,71.02044079798203,29.62500000000025,71.12499999999937
71.16562_29.67800,29.67800225888336,71.16562079616405,29.82500000000025,71.17499999999937
71.19913_29.90783,29.907833706232594,71.1991331541129,30.025000000000254,71.27499999999937
71.30949_30.13167,30.131672982450414,71.30949282275502,30.275000000000258,71.37499999999936
71.40990_30.34638,30.34638374456152,71.40989957418762,30.47500000000026,71.52499999999935
71.58451_30.51118,30.51117552749212,71.58450783541564,30.575000000000262,71.72499999999934
71.79561_30.62508,30.62508394030532,71.79561378156968,30.625000000000263,71.82499999999933
71.92736_30.83267,30.83266949734358,71.92735817877968,30.975000000000268,72.07499999999932
72.09065_31.02238,31.02238462229438,72.09064790991123,31.12500000000027,72.17499999999932
72.14328_31.24670,31.246695637506598,72.14328070029573,31.375000000000274,72.12499999999932
72.13339_31.48570,31.485695028341173,72.13338595963198,31.625000000000277,72.12499999999932
72.19048_31.73865,31.73864544358332,72.19047786835593,31.87500000000028,72.22499999999931
72.24449_31.97430,31.974300463309408,72.24449466094639,32.07500000000028,72.27499999999931
72.33042_32.21293,32.21293174554185,72.33042428596971,32.325000000000266,72.4749999999993
72.51156_32.38643,32.3864326226861,72.51155533100946,32.42500000000026,72.62499999999929
72.75732_32.45001,32.45000843936139,72.7573200197129,32.525000000000254,72.87499999999928
72.99437_32.55148,32.55148214134427,72.99437316675461,32.57500000000025,73.12499999999926
73.24861_32.60256,32.60255519971818,73.2486127113087,32.62500000000025,73.37499999999925
73.47445_32.67982,32.67982069501536,73.47445387880464,32.675000000000246,73.52499999999924
73.64292_32.86187,32.86186667356047,73.64291511674499,32.97500000000023,73.77499999999922
73.74732_33.05218,33.05217910165305,73.74732161921466,33.17500000000022,73.67499999999923
73.65346_33.20704,33.20703546549101,73.65346487336507,33.225000000000215,73.67499999999923
73.59884_33.43182,33.431822304504045,73.5988418116074,33.575000000000195,73.62499999999923
73.57418_33.64247,33.64247099880638,73.5741781095951,33.575000000000195,73.62499999999923
73.57900_33.88978,33.88978204474218,73.57900019506347,33.87500000000018,73.57499999999924
73.48775_34.13148,34.131481998426565,73.48775426910744,34.075000000000166,73.47499999999924
73.50675_34.32633,34.32633299928238,73.5067512809135,34.22500000000016,73.47499999999924
73.70899_34.17059,34.17059388644943,73.70898880808979,34.275000000000155,73.57499999999924
73.95402_34.10826,34.10826190769868,73.95402335561452,34.17500000000016,73.82499999999922
74.20015_34.16080,34.16079891912854,74.20014967745301,34.12500000000016,74.1249999999992
74.42399_34.27315,34.27315187106752,74.42398913187849,34.17500000000016,74.2749999999992
74.59385_34.37990,34.37990143436912,74.59384765625,34.275000000000155,74.52499999999918
81.29370_30.79230,30.79230377811912,81.293701171875,30.79230377811912,81.293701171875
81.08758_30.93340,30.9333979976885,81.08757723565047,30.9333979976885,81.08757723565047
80.86241_31.05832,31.05831831034037,80.86240990216574,31.05831831034037,80.86240990216574
80.61894_31.11821,31.11821281829165,80.61894191856587,31.11821281829165,80.61894191856587
80.38435_31.07343,31.073434649665018,80.384348353951,31.073434649665018,80.384348353951
80.14984_31.18802,31.18802258358269,80.1498424365123,31.18802258358269,80.1498424365123
79.97964_31.36164,31.36163744000118,79.97964456666587,31.36163744000118,79.97964456666587
79.77150_31.49502,31.49502468491472,79.77150190116922,31.49502468491472,79.77150190116922
79.51206_31.51857,31.51857334414748,79.51205673736021,31.51857334414748,79.51205673736021
79.29541_31.63809,31.638093593951407,79.29541205634922,31.638093593951407,79.29541205634922
79.04858_31.68965,31.68964857786856,79.04857935540458,31.68964857786856,79.04857935540458
78.86635_31.77470,31.77470102894984,78.86634662248294,31.77470102894984,78.86634662248294
78.64264_31.81402,31.81402145862652,78.6426353124596,31.81402145862652,78.6426353124596
78.44869_31.66987,31.66986544718461,78.44869127004313,31.66986544718461,78.44869127004313
78.27929_31.57206,31.572062759801263,78.27929419515931,31.572062759801263,78.27929419515931
78.05745_31.54158,31.541579734043857,78.0574510352109,31.575000000000276,77.92499999999899
77.79920_31.55397,31.553967074899678,77.7992025142568,31.475000000000275,77.674999999999
77.62079_31.39512,31.395116618381675,77.62078893569318,31.375000000000274,77.57499999999901
77.38168_31.36034,31.36034323843094,77.38167938888711,31.275000000000272,77.27499999999903
77.16409_31.24209,31.242086189176774,77.16409004041166,31.275000000000272,77.02499999999904
76.93883_31.36050,31.36049932861569,76.93882898166106,31.325000000000273,76.97499999999904
76.73755_31.39263,31.392625093717086,76.73754701723637,31.275000000000272,76.67499999999906
76.60405_31.29500,31.29499736382648,76.6040489074172,31.275000000000272,76.67499999999906
76.39958_31.42664,31.426640301154865,76.39957850036187,31.425000000000274,76.47499999999907
76.47286_31.21652,31.216519420894603,76.47286172864949,31.325000000000273,76.57499999999906
76.53143_31.04223,31.04223089007944,76.53143308579386,31.07500000000027,76.57499999999906
76.33665_31.00467,31.004674894592323,76.33665061828529,30.975000000000268,76.47499999999907
76.08556_30.99147,30.99147423137552,76.08555591935209,31.02500000000027,76.22499999999908
75.82901_30.99727,30.99726776075876,75.82900724678572,31.02500000000027,75.9749999999991
75.56886_30.97651,30.97651243914486,75.56885848598101,30.975000000000268,75.42499999999913
75.31350_31.02087,31.020870290675692,75.31350452754108,30.975000000000268,75.42499999999913
75.12526_31.12185,31.12185435671553,75.12526062327017,31.12500000000027,75.02499999999915
74.88167_31.16266,31.16265946534334,74.88166902810661,31.12500000000027,74.82499999999916
74.64652_31.07838,31.078384016205245,74.64652463547498,31.02500000000027,74.57499999999918
74.43860_30.94433,30.94433126025375,74.43860151633133,31.02500000000027,74.57499999999918
74.25626_30.81546,30.815464719413956,74.25626487651776,30.925000000000267,74.32499999999919
74.09916_30.63950,30.63949945790752,74.09916306699355,30.775000000000265,74.2249999999992
73.95493_30.44602,30.446015782629058,73.95493349740076,30.42500000000026,73.92499999999922
73.75820_30.36303,30.36302506333424,73.75819810532559,30.37500000000026,73.87499999999922
73.52403_30.27407,30.274072199698388,73.524031922621,30.275000000000258,73.62499999999923
73.32245_30.16935,30.16934804511313,73.32245256253755,30.225000000000257,73.42499999999924
73.15766_30.09543,30.09543444834164,73.15766308437335,30.175000000000257,73.27499999999925
72.94058_29.98710,29.98709500826935,72.94058458335712,30.025000000000254,73.07499999999926
72.72813_29.90635,29.90634962536813,72.72812552891027,29.975000000000254,72.87499999999928
72.52316_29.83466,29.83466080161802,72.52315869333927,29.875000000000252,72.62499999999929
72.29341_29.78191,29.781906571725013,72.29340560122847,29.875000000000252,72.4249999999993
72.14986_29.63107,29.631073504628763,72.14986248623741,29.77500000000025,72.27499999999931
71.98043_29.49065,29.490648329124248,71.98042644489627,29.62500000000025,72.12499999999932
71.76628_29.46134,29.461344786734376,71.7662814823507,29.475000000000247,71.87499999999933
71.57885_29.39164,29.391639145056818,71.57884697854192,29.475000000000247,71.72499999999934
71.39389_29.36916,29.36916133989496,71.39389257687819,29.375000000000245,71.52499999999935
71.23445_29.39617,29.396168022709627,71.23445482787162,29.375000000000245,71.37499999999936
71.01560_29.36688,29.366884347956773,71.0155970405623,29.325000000000244,71.02499999999938
71.77490_30.61413,30.61412994999412,71.77490234375,30.625000000000263,71.82499999999933
71.98614_30.61589,30.615890577389603,71.98614400375249,30.725000000000264,71.87499999999933
72.24486_30.58170,30.581703482828804,72.24486211326999,30.575000000000262,72.17499999999932
72.46049_30.61145,30.611454248996232,72.46048641083372,30.575000000000262,72.57499999999929
72.69793_30.59956,30.599564391335274,72.69792797662843,30.725000000000264,72.82499999999928
72.83949_30.71163,30.711627137645607,72.83949334151097,30.775000000000265,72.97499999999927
73.01871_30.81262,30.812618821263342,73.01870690180922,30.875000000000266,73.12499999999926
73.16151_30.92258,30.922583844124933,73.16150595787589,30.975000000000268,73.27499999999925
73.35896_31.02989,31.02988609279236,73.35895704344405,31.12500000000027,73.47499999999924
73.50549_31.12503,31.125028514750777,73.50549138808488,31.12500000000027,73.62499999999923
73.65411_31.18387,31.183869398893453,73.65410695903934,31.22500000000027,73.77499999999922
73.87728_31.24380,31.24379676779885,73.87728055507793,31.375000000000274,74.02499999999921
74.03486_31.39847,31.39847334603099,74.03485546020183,31.425000000000274,74.0749999999992
74.20188_31.49886,31.4988635203402,74.20188172583812,31.425000000000274,74.0749999999992
77.43555_32.29309,32.29308502811912,77.435546875,32.37500000000026,77.32499999999902
77.20897_32.41631,32.41631237795817,77.20897295191861,32.47500000000026,77.07499999999904
76.97729_32.52406,32.52405884797744,76.97729488650182,32.62500000000025,76.87499999999905
76.78269_32.65971,32.65970896760322,76.78269158481268,32.72500000000024,76.67499999999906
76.54591_32.75245,32.7524503035297,76.54590618048775,32.875000000000234,76.47499999999907
76.46111_32.91339,32.91338790323355,76.46111218355682,33.025000000000226,76.42499999999907
76.34124_33.12263,33.12263394805153,76.34124028468409,33.225000000000215,76.22499999999908
76.14011_33.27431,33.27431440671876,76.14010575614927,33.32500000000021,76.0249999999991
75.89815_33.35825,33.35824898165014,75.89814833225464,33.225000000000215,75.77499999999911
75.75632_33.28685,33.28684613578737,75.75631584902614,33.17500000000022,75.67499999999912
75.68694_33.16619,33.16618548618644,75.68693819684648,33.12500000000022,75.57499999999912
75.43032_33.13936,33.139356898944435,75.43031655667215,33.17500000000022,75.32499999999914
75.21195_33.24741,33.24740971405524,75.21194884394927,33.17500000000022,75.07499999999915
75.02667_33.16929,33.16928614755878,75.02666830743202,33.17500000000022,75.07499999999915
74.80568_33.15424,33.15424024034689,74.80568089659464,33.12500000000022,74.82499999999916
74.77193_32.91076,32.910758596805294,74.77192938061839,32.97500000000023,74.82499999999916
74.54531_32.79123,32.79122887606495,74.54531311536358,32.675000000000246,74.47499999999918
74.35173_32.62048,32.62047950981803,74.35173066827603,32.675000000000246,74.47499999999918
74.13122_32.49874,32.49874228904153,74.13121947560464,32.47500000000026,74.02499999999921
73.89917_32.40986,32.40985800368217,73.89917083676487,32.47500000000026,74.02499999999921
73.66472_32.34154,32.34153813303713,73.66471596598115,32.37500000000026,73.77499999999922
73.44158_32.23658,32.23658315294846,73.44158174607873,32.175000000000274,73.37499999999925
73.26764_32.06153,32.06152557973914,73.26763744843566,31.92500000000028,73.12499999999926
73.12309_31.86224,31.862244459237512,73.12308722407457,31.77500000000028,72.97499999999927
72.92369_31.71411,31.71411429553381,72.9236886190141,31.675000000000278,72.77499999999928
72.66810_31.67044,31.670441240287165,72.66810171557192,31.575000000000276,72.5249999999993
72.45428_31.53794,31.537935272197743,72.45428139062751,31.525000000000276,72.4249999999993
72.25973_31.37242,31.372421087694903,72.25972726124837,31.475000000000275,72.12499999999932
72.13877_31.18330,31.183298943130897,72.13876945116749,31.325000000000273,72.07499999999932
72.70703_34.08557,34.08556549686912,72.70703125,34.12500000000016,72.77499999999928
72.84922_34.27720,34.27720459847911,72.84921924814881,34.425000000000146,72.82499999999928
72.79475_34.50936,34.5093550103826,72.79474530017336,34.425000000000146,72.82499999999928
72.81537_34.74893,34.74893299527122,72.81536632300161,34.625000000000135,72.77499999999928
72.94358_34.87083,34.87083484112587,72.94357869051314,34.72500000000013,72.82499999999928
72.91742_35.03654,35.036535108575315,72.917419793018,34.92500000000012,72.87499999999928
73.12654_35.18947,35.189468068605755,73.12654276973862,35.12500000000011,73.07499999999926
73.26055_35.33831,35.338306926829745,73.26055001053807,35.2250000000001,73.17499999999926
73.36015_35.54726,35.54725724648192,73.36015132535779,35.42500000000009,73.22499999999926
73.61256_35.54321,35.543206085406624,73.61256198523418,35.525000000000084,73.52499999999924
73.86962_35.49295,35.492945622364495,73.86962020654197,35.525000000000084,73.77499999999922
74.11499_35.42876,35.42875710078296,74.11499176248597,35.42500000000009,74.1249999999992
74.36538_35.41767,35.41766998905662,74.36537775081463,35.42500000000009,74.2249999999992
74.60822_35.49710,35.49709737186306,74.60822004228024,35.47500000000009,74.47499999999918
74.63914_35.72484,35.72484221676726,74.6391395530831,35.57500000000008,74.62499999999918
74.72544_35.80897,35.808972290170736,74.72543924708891,35.675000000000075,74.62499999999918
74.89878_35.69500,35.6949955079181,74.89878184700133,35.77500000000007,74.77499999999917
75.13005_35.60069,35.600691251561926,75.13005022843907,35.62500000000008,75.02499999999915
75.34769_35.52525,35.525246900452444,75.34769092526997,35.57500000000008,75.22499999999914
75.54160_35.37801,35.37801201149273,75.54160338689222,35.47500000000009,75.42499999999913
75.77412_35.32050,35.320495973904,75.77412116146242,35.325000000000095,75.62499999999912
75.91581_35.18301,35.18301482649811,75.9158079057487,35.325000000000095,75.77499999999911
76.10880_35.02691,35.026909068353945,76.10880365938317,35.12500000000011,75.9749999999991
76.18992_34.83356,34.8335613904365,76.18992096426305,34.975000000000115,76.17499999999909
76.36170_34.64779,34.64779175379221,76.36170260063986,34.77500000000013,76.22499999999908
76.59592_34.55666,34.55666420948603,76.5959246393911,34.625000000000135,76.47499999999907
76.78037_34.38092,34.3809175501839,76.78036530569574,34.425000000000146,76.67499999999906
77.01951_34.29572,34.29572318212514,77.01951381348539,34.32500000000015,76.87499999999905
77.24233_34.19822,34.198220172501536,77.24232950654267,34.22500000000016,77.12499999999903
77.46824_34.13093,34.130929108368846,77.4682447195335,34.17500000000016,77.32499999999902
77.68100_33.99922,33.99922499156624,77.68100376209034,34.12500000000016,77.57499999999901
77.84635_33.79409,33.79409482808657,77.84634739033034,33.925000000000175,77.724999999999
78.05540_33.64368,33.643679562583465,78.05539508026867,33.77500000000018,77.92499999999899
78.17379_33.45209,33.45209139884134,78.1737893487039,33.45209139884134,78.1737893487039
78.39126_33.31618,33.31617819998608,78.39126331315683,33.31617819998608,78.39126331315683
78.61658_33.19920,33.19920075971582,78.61657692730566,33.19920075971582,78.61657692730566
78.86342_33.18685,33.18684906717037,78.86341726190676,33.18684906717037,78.86341726190676
79.08152_33.09675,33.0967470775546,79.08151756344456,33.0967470775546,79.08151756344456
79.28413_32.94027,32.940266592555126,79.28412521933271,32.940266592555126,79.28412521933271
79.43726_32.73810,32.73810455936912,79.437255859375,32.73810455936912,79.437255859375
76.82544_32.32726,32.32726471561912,76.825439453125,32.325000000000266,76.72499999999906
76.58533_32.30862,32.30861852565151,76.58532717408289,32.42500000000026,76.47499999999907
76.39738_32.45153,32.45153205294088,76.3973750783886,32.47500000000026,76.32499999999908
76.15873_32.50126,32.50125840479653,76.15872831127872,32.62500000000025,76.0249999999991
75.96358_32.61223,32.61222926804999,75.96357927743252,32.62500000000025,75.9249999999991
75.77033_32.47281,32.472811738635464,75.77032748233752,32.57500000000025,75.8749999999991
75.55438_32.35894,32.35893733280221,75.55438296576732,32.37500000000026,75.67499999999912
75.35758_32.19701,32.1970102475685,75.35758241139699,32.325000000000266,75.47499999999913
75.15088_32.09062,32.09061706018009,75.15088207645144,32.12500000000028,75.27499999999914
74.94975_32.03190,32.03189765352978,74.9497513738692,32.07500000000028,75.07499999999915
74.74944_31.94147,31.941466770572664,74.74943931723614,32.02500000000028,74.87499999999916
74.54377_31.81666,31.816663568846717,74.54376626506158,31.92500000000028,74.67499999999917
74.36937_31.67024,31.670236940048213,74.36936887455408,31.72500000000028,74.47499999999918
74.20329_31.49530,31.495301959972807,74.20329286301033,31.425000000000274,74.0749999999992
74.59408_34.37963,34.379634493834544,74.5940800942665,34.275000000000155,74.52499999999918
75.36621_33.44445,33.44445221561912,75.3662109375,33.575000000000195,75.32499999999914
75.17883_33.60813,33.60812737182347,75.17882503835305,33.725000000000186,75.07499999999915
75.07404_33.82855,33.82854890649535,75.0740376328061,33.97500000000017,74.92499999999916
74.90531_34.00064,34.00063662075576,74.90530887686164,34.075000000000166,74.82499999999916
74.70127_34.16067,34.16066730901112,74.70127160417931,34.17500000000016,74.67499999999917
74.59414_34.37958,34.37958405155662,74.59414062500002,34.275000000000155,74.52499999999918
79.42979_32.74499,32.74498932499412,79.42978515625003,32.74498932499412,79.42978515625003
79.58418_32.59555,32.595552357857144,79.58418410814363,32.595552357857144,79.58418410814363
79.73462_32.44392,32.44391510624412,79.734619140625,32.44391510624412,79.734619140625
81.37568_30.75812,30.75812409061912,81.37568359375001,30.75812409061912,81.37568359375001
81.29468_30.79169,30.79169342655662,81.294677734375,30.79169342655662,81.294677734375
